physiological 	 8.70726243500102
Statistically 	 9.80587472366913
Radiographers 	 9.80587472366913
Establishment 	 5.72833727976341
constricted 	 9.80587472366913
Limitations 	 9.11272754310918
Christopher 	 6.25052666217971
specialise 	 7.85996457461381
oratorios 	 8.41958036254924
Nominated 	 9.80587472366913
Adventure 	 7.50328963067508
6,659,400 	 9.80587472366913
specimen 	 7.72643318198929
believer 	 9.80587472366913
Actually 	 7.16681739405387
delight 	 6.47367021349392
Garbage 	 9.80587472366913
750,000 	 7.60865014633291
560,000 	 9.11272754310918
[Legal 	 9.80587472366913
23,700 	 8.19643681123503
smile 	 8.70726243500102
enact 	 6.47367021349392
1,351 	 9.80587472366913
veng 	 9.11272754310918
9496 	 9.80587472366913
2703 	 8.70726243500102
nor 	 4.25679863877391
VHS 	 8.70726243500102
392 	 7.72643318198929
h 	 5.8546310050877
universally-loved 	 9.80587472366913
owner-occupancy 	 9.80587472366913
obesity-related 	 9.80587472366913
mosquito-borne 	 7.50328963067508
counterfeiting 	 5.74543171312271
subtlety...I 	 9.80587472366913
stream-lined 	 9.80587472366913
metres-long 	 9.80587472366913
Replacement 	 8.01411525444107
privatized 	 8.70726243500102
Sterilised 	 9.80587472366913
attending 	 4.17825360997849
Apparatus 	 6.81014245011514
perceive 	 7.40797945087076
four-day 	 6.3401388208694
conveyed 	 5.64699164030946
serving 	 3.94508850020326
confers 	 7.85996457461381
Xiaochu 	 9.11272754310918
Fenwick 	 7.03328600142935
Ecology 	 9.11272754310918
559.006 	 9.80587472366913
181,000 	 9.80587472366913
inthe 	 9.80587472366913
9,642 	 9.80587472366913
PUCI 	 9.11272754310918
9.45 	 7.24092536620759
77th 	 9.80587472366913
Auditoriums 	 7.50328963067508
pronounces 	 9.80587472366913
ice-cream 	 8.19643681123503
rescinde 	 9.80587472366913
choppers 	 9.80587472366913
Akiyama 	 9.80587472366913
234.63 	 9.80587472366913
misty 	 8.41958036254924
debit 	 7.60865014633291
abide 	 5.25199783206859
Camel 	 8.70726243500102
244.8 	 9.80587472366913
hint 	 8.70726243500102
died 	 4.35913735200282
4395 	 9.80587472366913
2.32 	 9.80587472366913
1990 	 4.42597737012867
BMH 	 9.80587472366913
532 	 8.41958036254924
354 	 8.70726243500102
overcrowdiness 	 9.80587472366913
park-keeping 	 9.11272754310918
cheerfulness 	 8.70726243500102
puzzlement 	 8.41958036254924
Orchestra 	 4.80866244990501
textures 	 9.80587472366913
sizzling 	 9.80587472366913
Waterloo 	 5.67874033862404
on-time 	 8.70726243500102
bruises 	 7.72643318198929
Unicode 	 9.80587472366913
Seepage 	 9.80587472366913
534,000 	 9.80587472366913
leaked 	 7.72643318198929
Brandt 	 8.41958036254924
85,000 	 6.37188751918398
taxis 	 4.85711483329096
46.77 	 9.80587472366913
Mimi 	 8.70726243500102
42.6 	 7.85996457461381
preliminaries 	 8.70726243500102
adjudications 	 9.80587472366913
ring-of-fire 	 9.80587472366913
attendance 	 5.04370078887137
Stravinsky 	 8.01411525444107
swallowed 	 9.11272754310918
Christmas 	 4.89321983793308
six-time 	 9.80587472366913
presided 	 7.85996457461381
openings 	 6.7613522859457
Superboy 	 9.80587472366913
Sikorsky 	 9.80587472366913
Huichang 	 7.50328963067508
swerved 	 7.85996457461381
chances 	 6.02168508975087
Alerted 	 8.70726243500102
jigsaw 	 8.01411525444107
Signal 	 5.64699164030946
30,159 	 9.80587472366913
20,830 	 9.80587472366913
12,782 	 9.80587472366913
labor 	 8.19643681123503
Szeto 	 7.16681739405387
Sandy 	 6.27951419905297
3,388 	 9.80587472366913
pups 	 9.80587472366913
gaze 	 8.70726243500102
Lift 	 8.19643681123503
99.3 	 8.01411525444107
78th 	 9.80587472366913
IVE 	 9.80587472366913
la 	 7.50328963067508
living-the-values 	 9.11272754310918
liquidator 	 7.85996457461381
excitement 	 6.43857889368265
Suspicious 	 8.19643681123503
72,007,000 	 9.80587472366913
gardening 	 7.03328600142935
developer 	 5.74543171312271
dependant 	 8.01411525444107
Contact 	 8.01411525444107
Mervyn 	 8.41958036254924
Lesser 	 9.11272754310918
Kidnap 	 8.01411525444107
75,700 	 9.80587472366913
59,000 	 8.70726243500102
22,620 	 9.80587472366913
aptly 	 8.01411525444107
Svend 	 9.80587472366913
Liang 	 6.40467734200697
Ferry 	 4.68788091125237
2,745 	 9.80587472366913
